Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
6105;Ostenfeld (Rendsburg);V_TE005;06.06.2004-07:00;06.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;06.06.2004-14:00;06.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;06.06.2004-21:00;06.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;07.06.2004-07:00;07.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;07.06.2004-14:00;07.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;07.06.2004-21:00;07.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;08.06.2004-07:00;08.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;08.06.2004-14:00;08.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;08.06.2004-21:00;08.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;09.06.2004-00:00;09.06.2004-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;09.06.2004-07:00;09.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;09.06.2004-10:00;09.06.2004-10:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;09.06.2004-14:00;09.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;09.06.2004-21:00;09.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;10.06.2004-07:00;10.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;10.06.2004-14:00;10.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;10.06.2004-19:00;10.06.2004-19:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;10.06.2004-21:00;10.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;11.06.2004-07:00;11.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;11.06.2004-14:00;11.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;11.06.2004-21:00;11.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;12.06.2004-07:00;12.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;12.06.2004-14:00;12.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;12.06.2004-21:00;12.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;13.06.2004-07:00;13.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;13.06.2004-10:00;13.06.2004-10:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;13.06.2004-14:00;13.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;13.06.2004-21:00;13.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;14.06.2004-07:00;14.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;14.06.2004-14:00;14.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;14.06.2004-21:00;14.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;15.06.2004-07:00;15.06.2004-08:00;2;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;15.06.2004-14:00;15.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;15.06.2004-21:00;15.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;16.06.2004-07:00;16.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;16.06.2004-14:00;16.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;16.06.2004-21:00;16.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;17.06.2004-07:00;17.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;17.06.2004-14:00;17.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;17.06.2004-21:00;17.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;18.06.2004-07:00;18.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;18.06.2004-14:00;18.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;18.06.2004-21:00;18.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;19.06.2004-07:00;19.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;19.06.2004-14:00;19.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;19.06.2004-21:00;19.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;20.06.2004-07:00;20.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;20.06.2004-14:00;20.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;20.06.2004-21:00;20.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;21.06.2004-07:00;21.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;21.06.2004-14:00;21.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;21.06.2004-21:00;21.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;22.06.2004-07:00;22.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;22.06.2004-14:00;22.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;22.06.2004-21:00;22.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;23.06.2004-07:00;23.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;23.06.2004-14:00;23.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;23.06.2004-21:00;23.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;24.06.2004-07:00;24.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;24.06.2004-14:00;24.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;24.06.2004-21:00;24.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;25.06.2004-07:00;25.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;25.06.2004-14:00;25.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;25.06.2004-21:00;25.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;26.06.2004-07:00;26.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;26.06.2004-14:00;26.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;26.06.2004-21:00;26.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;27.06.2004-07:00;27.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;27.06.2004-14:00;27.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;27.06.2004-21:00;27.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;28.06.2004-07:00;28.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;28.06.2004-14:00;28.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;28.06.2004-21:00;28.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;29.06.2004-07:00;29.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;29.06.2004-14:00;29.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;29.06.2004-21:00;29.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;30.06.2004-07:00;30.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;30.06.2004-14:00;30.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;30.06.2004-21:00;30.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;17.11.2005-21:00;17.11.2005-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;01.07.2009-00:00;01.07.2009-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;21.09.2016-11:00;22.09.2016-08:00;22;;eor;                                                                                                                           
6105;Ostenfeld (Rendsburg);V_TE005;20.05.2017-07:00;22.05.2017-09:00;51;;eor;                                                                                                                           
6105;Ostenfeld (Rendsburg);V_TE005;10.10.2017-15:00;13.10.2017-10:00;68;;eor;                                                                                                                           
6105;Ostenfeld (Rendsburg);V_TE005;23.04.2018-07:00;23.04.2018-12:00;6;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;01.05.2018-10:00;02.05.2018-06:00;21;;eor;                                                                                                                           
6105;Ostenfeld (Rendsburg);V_TE005;28.05.2018-01:00;04.06.2018-12:00;180;;eor;                                                                                                                          
6105;Ostenfeld (Rendsburg);V_TE005;28.07.2018-16:00;21.08.2018-14:00;575;;eor;                                                                                                                          
6105;Ostenfeld (Rendsburg);V_TE005;23.08.2018-00:00;23.08.2018-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE005;02.09.2018-22:00;17.09.2018-10:00;349;;eor;                                                                                                                          
6105;Ostenfeld (Rendsburg);V_TE005;20.05.2022-11:00;21.05.2022-07:00;21;;eor;                                                                                                                           
6105;Ostenfeld (Rendsburg);V_TE010;31.10.2000-22:00;03.11.2000-06:00;6;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;15.09.2003-22:00;16.09.2003-13:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.05.2004-13:00;06.05.2004-13:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.05.2004-20:00;06.05.2004-20:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;12.05.2004-17:00;12.05.2004-17:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;18.05.2004-11:00;18.05.2004-11:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;24.05.2004-08:00;24.05.2004-08:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;25.05.2004-22:00;25.05.2004-22:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;31.05.2004-08:00;31.05.2004-08:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;01.06.2004-07:00;01.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;01.06.2004-14:00;01.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;01.06.2004-19:00;01.06.2004-19:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;01.06.2004-21:00;01.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;02.06.2004-00:00;02.06.2004-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;02.06.2004-07:00;02.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;02.06.2004-14:00;02.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;02.06.2004-21:00;02.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;03.06.2004-07:00;03.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;03.06.2004-14:00;03.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;03.06.2004-21:00;03.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;04.06.2004-07:00;04.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;04.06.2004-14:00;04.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;04.06.2004-21:00;04.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;05.06.2004-07:00;05.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;05.06.2004-14:00;05.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;05.06.2004-21:00;05.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.06.2004-00:00;06.06.2004-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.06.2004-07:00;06.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.06.2004-14:00;06.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;06.06.2004-21:00;06.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;07.06.2004-07:00;07.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;07.06.2004-14:00;07.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;07.06.2004-21:00;07.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;08.06.2004-07:00;08.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;08.06.2004-14:00;08.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;08.06.2004-21:00;08.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;09.06.2004-00:00;09.06.2004-00:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;09.06.2004-07:00;09.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;09.06.2004-10:00;09.06.2004-10:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;09.06.2004-14:00;09.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;09.06.2004-21:00;09.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;10.06.2004-07:00;10.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;10.06.2004-14:00;10.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;10.06.2004-19:00;10.06.2004-19:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;10.06.2004-21:00;10.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;11.06.2004-07:00;11.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;11.06.2004-14:00;11.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;11.06.2004-21:00;11.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;12.06.2004-07:00;12.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;12.06.2004-14:00;12.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;12.06.2004-21:00;12.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;13.06.2004-07:00;13.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;13.06.2004-10:00;13.06.2004-10:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;13.06.2004-14:00;13.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;13.06.2004-21:00;13.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;14.06.2004-07:00;14.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;14.06.2004-14:00;14.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;14.06.2004-21:00;14.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;15.06.2004-07:00;15.06.2004-08:00;2;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;15.06.2004-14:00;15.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;15.06.2004-21:00;15.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;16.06.2004-07:00;16.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;16.06.2004-14:00;16.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;16.06.2004-21:00;16.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;17.06.2004-07:00;17.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;17.06.2004-14:00;17.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;17.06.2004-21:00;17.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;18.06.2004-07:00;18.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;18.06.2004-14:00;18.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;18.06.2004-21:00;18.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;19.06.2004-07:00;19.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;19.06.2004-14:00;19.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;19.06.2004-21:00;19.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;20.06.2004-07:00;20.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;20.06.2004-14:00;20.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;20.06.2004-21:00;20.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;21.06.2004-07:00;21.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;21.06.2004-14:00;21.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;21.06.2004-21:00;21.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;22.06.2004-07:00;22.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;22.06.2004-14:00;22.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;22.06.2004-21:00;22.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;23.06.2004-07:00;23.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;23.06.2004-14:00;23.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;23.06.2004-21:00;23.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;24.06.2004-07:00;24.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;24.06.2004-14:00;24.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;24.06.2004-21:00;24.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;25.06.2004-07:00;25.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;25.06.2004-14:00;25.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;25.06.2004-21:00;25.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;26.06.2004-07:00;26.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;26.06.2004-14:00;26.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;26.06.2004-21:00;26.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;27.06.2004-07:00;27.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;27.06.2004-14:00;27.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;27.06.2004-21:00;27.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;28.06.2004-07:00;28.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;28.06.2004-14:00;28.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;28.06.2004-21:00;28.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;29.06.2004-07:00;29.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;29.06.2004-14:00;29.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;29.06.2004-21:00;29.06.2004-21:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;30.06.2004-07:00;30.06.2004-07:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;30.06.2004-14:00;30.06.2004-14:00;1;;eor;                                                                                                                            
6105;Ostenfeld (Rendsburg);V_TE010;30.06.2004-21:00;30.06.2004-21:00;1;;eor;                                                                                                                            
