Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
5347;Warburg;V_TE002;22.04.1991-15:00;23.04.1991-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.05.1991-08:00;08.05.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;12.05.1991-08:00;12.05.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;15.05.1991-08:00;15.05.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.06.1991-15:00;15.06.1991-13:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.06.1991-08:00;16.06.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;17.06.1991-22:00;18.06.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;20.06.1991-22:00;21.06.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;22.06.1991-08:00;22.06.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;23.06.1991-08:00;23.06.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;01.07.1991-22:00;02.07.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;06.07.1991-15:00;07.07.1991-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;07.07.1991-22:00;08.07.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.07.1991-22:00;17.07.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;18.07.1991-08:00;18.07.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;30.07.1991-22:00;31.07.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;01.08.1991-22:00;02.08.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.08.1991-08:00;08.08.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.08.1991-15:00;17.08.1991-13:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;19.08.1991-08:00;19.08.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;06.09.1991-08:00;06.09.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;07.10.1991-22:00;08.10.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.10.1991-22:00;09.10.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.10.1991-08:00;14.10.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.10.1991-22:00;18.10.1991-06:00;3;;eor;                                                                                                                                          
5347;Warburg;V_TE002;18.10.1991-22:00;19.10.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;19.10.1991-15:00;20.10.1991-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;21.10.1991-08:00;21.10.1991-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;26.10.1991-15:00;27.10.1991-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;30.10.1991-22:00;31.10.1991-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;31.10.1991-22:00;01.04.1992-06:00;456;;eor;                                                                                                                                        
5347;Warburg;V_TE002;08.04.1992-08:00;08.04.1992-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;03.05.1992-22:00;04.05.1992-20:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;21.05.1992-22:00;22.05.1992-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;31.05.1992-22:00;01.10.1992-06:00;366;;eor;                                                                                                                                        
5347;Warburg;V_TE002;15.10.1992-22:00;16.10.1992-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;19.10.1992-08:00;19.10.1992-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;31.10.1992-22:00;01.04.1993-06:00;453;;eor;                                                                                                                                        
5347;Warburg;V_TE002;25.04.1993-22:00;26.04.1993-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;30.04.1993-22:00;01.11.1993-06:00;552;;eor;                                                                                                                                        
5347;Warburg;V_TE002;03.11.1993-08:00;03.11.1993-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;04.11.1993-08:00;04.11.1993-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;22.11.1993-22:00;23.11.1993-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;23.11.1993-22:00;24.11.1993-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;26.11.1993-15:00;27.11.1993-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;29.11.1993-08:00;29.11.1993-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;29.11.1993-22:00;30.11.1993-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;30.11.1993-22:00;01.01.1998-06:00;4476;;eor;                                                                                                                                       
5347;Warburg;V_TE002;13.01.1998-15:00;14.01.1998-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;22.01.1998-08:00;23.01.1998-06:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;23.01.1998-08:00;23.01.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;22.02.1998-22:00;23.02.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;01.03.1998-22:00;02.03.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;05.03.1998-22:00;06.03.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.03.1998-22:00;17.03.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;02.04.1998-22:00;03.04.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;09.04.1998-08:00;09.04.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.04.1998-22:00;15.04.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;15.04.1998-15:00;16.04.1998-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;28.04.1998-08:00;28.04.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;06.05.1998-08:00;06.05.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;13.05.1998-22:00;14.05.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.06.1998-08:00;08.06.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;11.06.1998-08:00;11.06.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;29.06.1998-08:00;29.06.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;03.07.1998-15:00;04.07.1998-13:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;04.07.1998-15:00;06.07.1998-13:00;5;;eor;                                                                                                                                          
5347;Warburg;V_TE002;06.07.1998-15:00;07.07.1998-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.07.1998-22:00;09.07.1998-20:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;10.07.1998-22:00;11.07.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;12.07.1998-22:00;13.07.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.07.1998-08:00;14.07.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.07.1998-22:00;15.07.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;19.07.1998-22:00;20.07.1998-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.09.1998-08:00;14.09.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;12.11.1998-15:00;13.11.1998-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;26.12.1998-08:00;26.12.1998-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;06.02.1999-22:00;07.02.1999-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;16.02.1999-08:00;17.02.1999-06:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;02.03.1999-08:00;02.03.1999-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.03.1999-22:00;09.03.1999-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;20.04.1999-08:00;21.04.1999-06:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE002;11.07.1999-15:00;12.07.1999-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;04.09.1999-08:00;08.09.1999-13:00;12;;eor;                                                                                                                                         
5347;Warburg;V_TE002;09.09.1999-08:00;09.09.1999-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;13.09.1999-08:00;13.09.1999-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;14.09.1999-08:00;14.09.1999-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;15.09.1999-08:00;15.09.1999-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE002;08.10.1999-15:00;09.10.1999-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;12.02.1988-22:00;13.02.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;18.02.1988-08:00;18.02.1988-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;01.03.1988-22:00;02.03.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;15.03.1988-08:00;15.03.1988-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;21.03.1988-15:00;22.03.1988-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;28.03.1988-15:00;29.03.1988-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;27.04.1988-08:00;27.04.1988-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;29.04.1988-08:00;02.05.1988-13:00;9;;eor;                                                                                                                                          
5347;Warburg;V_TE005;02.05.1988-22:00;03.05.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;10.05.1988-08:00;10.05.1988-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;10.05.1988-22:00;11.05.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;07.06.1988-22:00;08.06.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;02.08.1988-22:00;03.08.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;21.08.1988-22:00;22.08.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;29.08.1988-22:00;30.08.1988-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;01.09.1988-15:00;06.09.1988-13:00;14;;eor;                                                                                                                                         
5347;Warburg;V_TE005;11.09.1988-08:00;14.09.1988-20:00;10;;eor;                                                                                                                                         
5347;Warburg;V_TE005;05.10.1988-15:00;06.10.1988-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;08.10.1988-15:00;09.10.1988-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;18.11.1988-15:00;19.11.1988-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;30.11.1988-22:00;05.12.1988-13:00;13;;eor;                                                                                                                                         
5347;Warburg;V_TE005;10.01.1989-15:00;11.01.1989-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;17.01.1989-08:00;17.01.1989-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;02.05.1989-22:00;03.05.1989-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;03.05.1989-22:00;04.05.1989-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;10.05.1989-15:00;11.05.1989-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;29.05.1989-08:00;29.05.1989-20:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;22.06.1989-22:00;23.06.1989-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;19.07.1989-15:00;20.07.1989-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;24.07.1989-22:00;25.07.1989-13:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;29.07.1989-15:00;30.07.1989-06:00;1;;eor;                                                                                                                                          
5347;Warburg;V_TE005;09.08.1989-08:00;10.08.1989-13:00;3;;eor;                                                                                                                                          
5347;Warburg;V_TE005;10.08.1989-15:00;11.08.1989-13:00;2;;eor;                                                                                                                                          
5347;Warburg;V_TE005;14.08.1989-15:00;15.08.1989-13:00;2;;eor;                                                                                                                                          
