Stations_ID;Von_Datum;Bis_Datum;Stationsname;Parameter;Parameterbeschreibung;Einheit;Datenquelle (Strukturversion=SV);Zusatz-Info;Besonderheiten;Literaturhinweis;eor;
2532;19991228;19991229;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991229;19991230;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991230;19991231;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991231;19991231;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991231;19991231;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;20000101;20000601;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;20000601;20010401;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) von automatischen Stationen der 1. Generation (MIRIAM/AFMS2, ESAU-Daten);Stundenwerte in UTC;;;eor;
2532;20010401;20131031;Kassel;RF_TU;relative Feuchte;%;Daten der Temperatur und relativen Feuchte (Stundenwerte) generiert aus SYNOP-Meldungen (nach dem 01.04.2001);Stundenwerte in UTC;;;eor;
2532;19480101;19991130;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991201;19991202;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991203;19991205;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991205;19991206;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991206;19991215;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991215;19991215;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991215;19991215;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) von automatischen Stationen der 1. Generation (MIRIAM/AFMS2, ESAU-Daten);Stundenwerte in UTC;;;eor;
2532;19991215;19991215;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991215;19991217;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991217;19991228;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991228;19991229;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991229;19991230;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991230;19991231;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991231;19991231;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;19991231;19991231;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;20000101;20000601;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) aus analogen Registrierungen (Thermohygrograph);Stundenwerte in MEZ;Zeitraum 01.08.1977 - 31.12.1977: Bei gleichzeitiger Betrachtung des Klima-Kollektivs (Messnetz=4) fällt auf, dass sich  Werte von Temperatur und Feuchte der beiden Kollektive unterscheiden auch wenn sie zur gleichen Uhrzeit beobachtet wurden. Ursache hierfür sind die unterschiedlichen Verfahren der Datenerhebung. Während die Klimadaten vom Beobachter zur festgelegten Zeit abgelesen und eingetragen wurden, wurden die Temperatur- und Feuchtewerte (Messnetz=9) automatisch registriert und der Registrierstreifen später ausgewertet. Da beide Verfahren nicht frei von Ungenauigkeiten sind, kann es auch zu Differenzen bei den Messreihen kommen.;;eor;
2532;20000601;20010401;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) von automatischen Stationen der 1. Generation (MIRIAM/AFMS2, ESAU-Daten);Stundenwerte in UTC;;;eor;
2532;20010401;20131031;Kassel;TT_TU;Lufttemperatur;°C;Daten der Temperatur und relativen Feuchte (Stundenwerte) generiert aus SYNOP-Meldungen (nach dem 01.04.2001);Stundenwerte in UTC;;;eor;
Legende: FT  = Folgetag; GZ = Gesetzliche Zeit
generiert: 05.05.2023 --  Deutscher Wetterdienst  --
